v1,v2
ham,Of course ! Don't tease me ... You know I simply must see ! *grins* ... Do keep me posted my prey ... *loving smile* *devouring kiss*
ham,thanks for the temales it was wonderful. Thank. Have a great week.
ham,Thank you princess! I want to see your nice juicy booty...
ham,Haven't eaten all day. I'm sitting here staring at this juicy pizza and I can't eat it. These meds are ruining my life.
ham,Gud ni8 dear..slp well..take care..swt dreams..Muah..
ham,U come n search tat vid..not finishd..
ham,"K I'm leaving soon, be there a little after 9"
spam,Urgent! Please call 09061213237 from a landline.  5000 cash or a 4* holiday await collection. T &Cs SAE PO Box 177 M227XY. 16+
ham,"Yeah work is fine, started last week, all the same stuff as before, dull but easy and guys are fun!"
ham,You do your studies alone without anyones help. If you cant no need to study.
ham,Please tell me not all of my car keys are in your purse
ham,I didnt get anything da
ham,Ok... Sweet dreams...
ham,Well she's in for a big surprise!
ham,"Как обычно .. я в порядке, счастлив и у меня все хорошо ..:)"
ham,1 in cbe. 2 in chennai.
ham,Can help u swoop by picking u up from wherever ur other birds r meeting if u want.
ham,If anyone calls for a treadmill say you'll buy it. Make sure its working. I found an ad on Craigslist selling for $  12:00 .
ham,I absolutely LOVE South Park! I only recently started watching the office.
ham,Did you see that film:)
ham,Pls speak with me. I wont ask anything other then you friendship.
ham,"Сообщение о штурме: Когда ты поднимаешь трубку, ты говоришь ""ПРИВЕТ"", Знаешь ли ты, что на самом деле означает ""ПРИВЕТ""?? . . . Это имя девушки ..! . . . Да.. И ты знаешь, кто эта девушка?? \""Маргарет, привет \"" Она - подруга Грэмбелл, которая изобрела телфон . . . . . Мораль: Можно 4 узнать имя человека"
ham,Gud ni8.swt drms.take care
ham,HI DARLIN ITS KATE ARE U UP FOR DOIN SOMETHIN TONIGHT? IM GOING TO A PUB CALLED THE SWAN OR SOMETHING WITH MY PARENTS FOR ONE DRINK SO PHONE ME IF U CAN
ham,Anything lar then  _ not going home 4 dinner?
spam,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy "
ham,Did u fix the teeth?if not do it asap.ok take care.
ham,So u wan 2 come for our dinner tonight a not?
ham,"Hello.How u doing?What u been up 2?When will u b moving out of the flat, cos I will need to arrange to pick up the lamp, etc. Take care. Hello caroline!"
ham,Its too late:)but its k.wish you the same.
ham,"Hi. Hope ur day * good! Back from walk, table booked for half eight. Let me know when ur coming over."
ham,Oh yeah clearly it's my fault
ham,Dunno leh cant remember mayb lor. So wat time r we meeting tmr?
ham,"Best msg: It's hard to be with a person, when u know that one more step foward will make u fall in love.. &amp; One step back can ruin ur friendship.. good night:-) ..."
spam,URGENT! Your Mobile number has been awarded with a  2000 prize GUARANTEED. Call 09061790126 from land line. Claim 3030. Valid 12hrs only 150ppm
ham,"Хеллоооо... Проснись..! \Сладкое\"" \""утро\"" \""приветствует\"" \""Вас\"" \""Наслаждайтесь\""Этим днем\"" \""с полной радостью\"".. \""ХОРОШЕГО дня\""."""
ham,"Vikky, come around  &lt;TIME&gt; .."
ham,"And how you will do that, princess? :)"
ham,I have gone into get info bt dont know what to do
ham,"Yeah, probably here for a while"
ham,Скоро пришлите мне ваш идентификатор электронной почты
spam,СРОЧНО! Вы выиграли 1 неделю БЕСПЛАТНОГО участия в нашем призовом джекпоте в размере 100 000 руб! Текстовое слово: ПРЕТЕНЗИЯ к номеру: 81010 T &amp; C www.dbuk.net LCCLTD ПОЧТОВЫЙ ЯЩИК 4403LDNW1A7RW18
ham,I'm still pretty weak today .. Bad day ?
ham,Hey ! Don't forget ... You are MINE ... For ME ... My possession ... MY property ... MMM ... *childish smile* ...
ham,An excellent thought by a misundrstud frnd: I knw u hate me bt the day wen u'll knw the truth u'll hate urself:-( Gn:-)
ham,Hey! Congrats 2u2. id luv 2 but ive had 2 go home!
ham,Dear where you. Call me
ham,Xy trying smth now. U eat already? We havent...
spam,Urgent! Please call 09061213237 from landline.  5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE PO Box 177. M227XY. 150ppm. 16+
ham,I donno its in your genes or something
spam,XMAS iscoming & ur awarded either  500 CD gift vouchers & free entry 2 r  100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription
ham,Alex says he's not ok with you not being ok with it
ham,Are u coming to the funeral home
ham,My darling sister. How are you doing. When's school resuming. Is there a minimum wait period before you reapply? Do take care
ham,I.ll hand her my phone to chat wit u
ham,Well good morning mr . Hows london treatin' ya treacle?
ham,I can't make it tonight
ham,В КАКОЕ ВРЕМЯ мне следует прийти завтра
ham,About   12:00 bucks. The banks fees are fixed. Better to call the bank and find out.
ham,"I can. But it will tell quite long, cos i haven't finish my film yet..."
ham,Pls ask macho how much is budget for bb bold 2 is cos i saw a new one for   12:00  dollars.
ham,"\Hi missed your Call and my mumHas beendropping red wine all over theplace! what is your adress?\"""""
ham,Ill be at yours in about 3 mins but look out for me
ham,What you did in  leave.
ham,I'm coming back on Thursday. Yay. Is it gonna be ok to get the money. Cheers. Oh yeah and how are you. Everything alright. Hows school. Or do you call it work now
ham,"Jolly good! By the way,  will give u tickets for sat eve 7.30. Speak before then x"
ham,"yeah, that's what I was thinking"
ham,K.k:)i'm going to tirunelvali this week to see my uncle ..i already spend the amount by taking dress .so only i want money.i will give it on feb 1
ham,Here got ur favorite oyster... N got my favorite sashimi... Ok lar i dun say already... Wait ur stomach start rumbling...
ham,My sister going to earn more than me da.
spam,Получите официальный рингтон ENGLAND poly или цветной флаг на свой мобильный для сегодняшней игры! Текстовый ТОН или ФЛАЖОК на номер 84199. Стоп-бокс для отказа txt ENG 39822 W111WX  1.50
ham,"Хахаха ... пораскинь мозгами, дорогая"
ham,Jus finish watching tv... U?
ham,"K, fyi I'm back in my parents' place in south tampa so I might need to do the deal somewhere else"
ham,"Good morning, my Love ... I go to sleep now and wish you a great day full of feeling better and opportunity ... You are my last thought babe, I LOVE YOU *kiss*"
ham,Kothi print out marandratha.
ham,But we havent got da topic yet rite?
ham,Ok no problem... Yup i'm going to sch at 4 if i rem correctly...
ham,"Thanks, I'll keep that in mind"
ham,Aah bless! How's your arm?
ham,"Dear Sir,Salam Alaikkum.Pride and Pleasure meeting you today at the Tea Shop.We are pleased to send you our contact number at Qatar.Rakhesh an Indian.Pls save our Number.Respectful Regards."
ham,"Gal n boy walking in d park. gal-can i hold ur hand? boy-y? do u think i would run away? gal-no, jst wana c how it feels walking in heaven with an prince..GN:-)"
ham,What makes you most happy?
ham,Wishing you a wonderful week.
ham,Sweet heart how are you?
ham,"Sir, waiting for your letter."
ham,Dude im no longer a pisces. Im an aquarius now.
ham,X course it 2yrs. Just so her messages on messenger lik you r sending me
ham,I think steyn surely get one wicket:)
ham,"Neither [in sterm voice] - i'm studying. All fine with me! Not sure the  thing will be resolved, tho. Anyway. Have a fab hols"
ham,"Garbage bags, eggs, jam, bread, hannaford wheat chex"
ham,No. It's not pride. I'm almost   12:00  years old and shouldn't be takin money from my kid. You're not supposed to have to deal with this stuff. This is grownup stuff--why i don't tell you.
ham,Sounds better than my evening im just doing my costume. Im not sure what time i finish tomorrow but i will txt you at the end.
ham,My birthday is on feb   12:00  da. .
ham,So when do you wanna gym?
ham,You'd like that wouldn't you? Jerk!
ham,Are u awake? Is there snow there?
ham,And of course you should make a stink!
spam,"u r subscribed 2 TEXTCOMP 250 wkly comp. 1st wk?s free question follows, subsequent wks charged@150p/msg.2 unsubscribe txt STOP 2 84128,custcare 08712405020"
